Date,Zone,Area_Type,Water_Supplied,Water_Consumed,Population
,Zone A,Residential,361.4271429,361.4271429,50000
,Zone B,Commercial,532.35,532.35,60000
,Zone C,Industrial,538.9313333,538.9313333,70000
,Zone A,Residential,478.68375,478.68375,50000
,Zone B,Commercial,460.666,460.666,60000
,Zone C,Industrial,563.8890909,563.8890909,70000
,Zone A,Residential,367.232,367.232,50000
,Zone B,Commercial,568.3621053,568.3621053,60000
,Zone C,Industrial,386.1366667,386.1366667,70000
,Zone A,Residential,563.8364286,563.8364286,50000
,Zone B,Commercial,545.6142857,545.6142857,60000
,Zone C,Industrial,445.1363636,445.1363636,70000
,Zone A,Residential,597.2784615,597.2784615,50000
,Zone B,Commercial,470.68,470.68,60000
,Zone C,Industrial,653.7088889,653.7088889,70000
,Zone A,Residential,476.976875,476.976875,50000
,Zone B,Commercial,681.0283333,681.0283333,60000
,Zone C,Industrial,611.81,611.81,70000
,Zone A,Residential,440.7053846,440.7053846,50000
,Zone B,Commercial,560.2175,560.2175,60000
,Zone C,Industrial,798.418,798.418,70000
,Zone A,Residential,561.7107692,561.7107692,50000
,Zone B,Commercial,455.5545455,455.5545455,60000
,Zone C,Industrial,462.5009091,462.5009091,70000
,Zone A,Residential,558.4945455,558.4945455,50000
,Zone B,Commercial,383.6785714,383.6785714,60000
,Zone C,Industrial,557.6533333,557.6533333,70000
,Zone A,Residential,578.89,578.89,50000
,Zone B,Commercial,542.623,542.623,60000
,Zone C,Industrial,543.57,543.57,70000
,Zone A,Residential,624.3155556,624.3155556,50000
,Zone B,Commercial,347.4677778,347.4677778,60000
,Zone C,Industrial,524.2093333,524.2093333,70000
,Zone A,Residential,525.1928571,525.1928571,50000
,Zone B,Commercial,510.1583333,510.1583333,60000
,Zone C,Industrial,607.9222222,607.9222222,70000
,Zone A,Residential,415.4814286,415.4814286,50000
,Zone B,Commercial,436.1333333,436.1333333,60000
,Zone C,Industrial,528.547,528.547,70000
,Zone A,Residential,369.989,369.989,50000
,Zone B,Commercial,507.325,507.325,60000
,Zone C,Industrial,488.93375,488.93375,70000
,Zone A,Residential,521.4983333,521.4983333,50000
,Zone B,Commercial,559.8588889,559.8588889,60000
,Zone C,Industrial,496.7457143,496.7457143,70000
,Zone A,Residential,639.9192308,639.9192308,50000
,Zone B,Commercial,468.018,468.018,60000
,Zone C,Industrial,479.364,479.364,70000
,Zone A,Residential,444.3490909,444.3490909,50000
,Zone B,Commercial,581.205,581.205,60000
,Zone C,Industrial,443.732,443.732,70000
,Zone A,Residential,482.3266667,482.3266667,50000
,Zone B,Commercial,591.6590909,591.6590909,60000
,Zone C,Industrial,574.9869231,574.9869231,70000
,Zone A,Residential,465.4572727,465.4572727,50000
,Zone B,Commercial,595.2475,595.2475,60000
,Zone C,Industrial,606.3277778,606.3277778,70000
,Zone A,Residential,591.9144444,591.9144444,50000
,Zone B,Commercial,462.96,462.96,60000
,Zone C,Industrial,634.2688889,634.2688889,70000
,Zone A,Residential,426.8733333,426.8733333,50000
,Zone B,Commercial,350.044,350.044,60000
,Zone C,Industrial,564.2745455,564.2745455,70000
,Zone A,Residential,474.2736364,474.2736364,50000
,Zone B,Commercial,280.6042857,280.6042857,60000
,Zone C,Industrial,371.2733333,371.2733333,70000
,Zone A,Residential,215.224,215.224,50000
,Zone B,Commercial,646.4285714,646.4285714,60000
,Zone C,Industrial,569.154,569.154,70000
,Zone A,Residential,727.987,727.987,50000
,Zone B,Commercial,436.425,436.425,60000
,Zone C,Industrial,356.9516667,356.9516667,70000
,Zone A,Residential,519.47,519.47,50000
,Zone B,Commercial,603.3772727,603.3772727,60000
,Zone C,Industrial,625.7871429,625.7871429,70000
,Zone A,Residential,129.6366667,129.6366667,50000
,Zone B,Commercial,322.49,322.49,60000
,Zone C,Industrial,613.3222222,613.3222222,70000
,Zone A,Residential,496.1746667,496.1746667,50000
,Zone B,Commercial,373.52,373.52,60000
,Zone C,Industrial,531.3715385,531.3715385,70000
,Zone A,Residential,660.48,660.48,50000
,Zone B,Commercial,528.5615385,528.5615385,60000
,Zone C,Industrial,548.83125,548.83125,70000
,Zone A,Residential,514.1881818,514.1881818,50000
,Zone B,Commercial,531.1414286,531.1414286,60000
,Zone C,Industrial,648.9569231,648.9569231,70000
,Zone A,Residential,425.7872727,425.7872727,50000
,Zone B,Commercial,528.0978571,528.0978571,60000
,Zone C,Industrial,564.022,564.022,70000
,Zone A,Residential,551.2027273,551.2027273,50000
,Zone B,Commercial,422.3925,422.3925,60000
,Zone C,Industrial,478.7561538,478.7561538,70000
,Zone A,Residential,344.7375,344.7375,50000
,Zone B,Commercial,455.10375,455.10375,60000
,Zone C,Industrial,450.94,450.94,70000
,Zone A,Residential,479.3322222,479.3322222,50000
,Zone B,Commercial,603.7157143,603.7157143,60000
,Zone C,Industrial,438.1342857,438.1342857,70000
,Zone A,Residential,629.8133333,629.8133333,50000
,Zone B,Commercial,558.145,558.145,60000
,Zone C,Industrial,525.5208333,525.5208333,70000
,Zone A,Residential,715.1671429,715.1671429,50000
,Zone B,Commercial,598.0823077,598.0823077,60000
,Zone C,Industrial,623.0138462,623.0138462,70000
,Zone A,Residential,500.4377778,500.4377778,50000
,Zone B,Commercial,551.1209091,551.1209091,60000
,Zone C,Industrial,425.52625,425.52625,70000
,Zone A,Residential,628.4944444,628.4944444,50000
,Zone B,Commercial,407.4209091,407.4209091,60000
,Zone C,Industrial,427.826,427.826,70000
,Zone A,Residential,446.3557143,446.3557143,50000
,Zone B,Commercial,442.6990909,442.6990909,60000
,Zone C,Industrial,497.8878571,497.8878571,70000
,Zone A,Residential,451.2883333,451.2883333,50000
,Zone B,Commercial,479.7509091,479.7509091,60000
,Zone C,Industrial,423.4445455,423.4445455,70000
,Zone A,Residential,424.1808333,424.1808333,50000
,Zone B,Commercial,335.6527273,335.6527273,60000
,Zone C,Industrial,500.5683333,500.5683333,70000
,Zone A,Residential,494.8585714,494.8585714,50000
,Zone B,Commercial,340.6314286,340.6314286,60000
,Zone C,Industrial,361.7125,361.7125,70000
,Zone A,Residential,437.59,437.59,50000
,Zone B,Commercial,497.0171429,497.0171429,60000
,Zone C,Industrial,526.372,526.372,70000
,Zone A,Residential,394.0853846,394.0853846,50000
,Zone B,Commercial,513.07,513.07,60000
,Zone C,Industrial,612.3836364,612.3836364,70000
,Zone A,Residential,524.205,524.205,50000
,Zone B,Commercial,398.7266667,398.7266667,60000
,Zone C,Industrial,501.6763636,501.6763636,70000
,Zone A,Residential,648.6128571,648.6128571,50000
,Zone B,Commercial,719.6828571,719.6828571,60000
,Zone C,Industrial,439.709,439.709,70000
,Zone A,Residential,413.0072727,413.0072727,50000
,Zone B,Commercial,558.59875,558.59875,60000
,Zone C,Industrial,463.8866667,463.8866667,70000
,Zone A,Residential,622.5435714,622.5435714,50000
,Zone B,Commercial,559.205,559.205,60000
,Zone C,Industrial,439.8463636,439.8463636,70000
,Zone A,Residential,365.1183333,365.1183333,50000
,Zone B,Commercial,668.278,668.278,60000
,Zone C,Industrial,613.6314286,613.6314286,70000
,Zone A,Residential,446.749,446.749,50000
,Zone B,Commercial,604.7344444,604.7344444,60000
,Zone C,Industrial,482.9130769,482.9130769,70000
,Zone A,Residential,383.605,383.605,50000
,Zone B,Commercial,646.3181818,646.3181818,60000
,Zone C,Industrial,476.8438462,476.8438462,70000
,Zone A,Residential,417.7090909,417.7090909,50000
,Zone B,Commercial,631.625,631.625,60000
,Zone C,Industrial,482.0222222,482.0222222,70000
,Zone A,Residential,574.1427273,574.1427273,50000
,Zone B,Commercial,549.9063636,549.9063636,60000
,Zone C,Industrial,453.4766667,453.4766667,70000
,Zone A,Residential,493.0144444,493.0144444,50000
,Zone B,Commercial,602.21,602.21,60000
,Zone C,Industrial,433.6275,433.6275,70000
,Zone A,Residential,488.0128571,488.0128571,50000
,Zone B,Commercial,586.185,586.185,60000
,Zone C,Industrial,299.4342857,299.4342857,70000
,Zone A,Residential,417.9846154,417.9846154,50000
,Zone B,Commercial,473.964,473.964,60000
,Zone C,Industrial,438.424,438.424,70000
,Zone A,Residential,419.7014286,419.7014286,50000
,Zone B,Commercial,605.2566667,605.2566667,60000
,Zone C,Industrial,549.427,549.427,70000
,Zone A,Residential,499.0583333,499.0583333,50000
,Zone B,Commercial,560.356,560.356,60000
,Zone C,Industrial,437.505,437.505,70000
,Zone A,Residential,456.06,456.06,50000
,Zone B,Commercial,463.24,463.24,60000
,Zone C,Industrial,402.7142857,402.7142857,70000
,Zone A,Residential,392.917,392.917,50000
,Zone B,Commercial,610.65,610.65,60000
,Zone C,Industrial,441.6038462,441.6038462,70000
,Zone A,Residential,559.7,559.7,50000
,Zone B,Commercial,526.375,526.375,60000
,Zone C,Industrial,476.1544444,476.1544444,70000
,Zone A,Residential,536.5088889,536.5088889,50000
,Zone B,Commercial,410.5642857,410.5642857,60000
,Zone C,Industrial,615.8707692,615.8707692,70000
,Zone A,Residential,576.0422222,576.0422222,50000
,Zone B,Commercial,664.3883333,664.3883333,60000
,Zone C,Industrial,582.8723077,582.8723077,70000
,Zone A,Residential,211.8166667,211.8166667,50000
,Zone B,Commercial,423.3775,423.3775,60000
,Zone C,Industrial,615.154,615.154,70000
,Zone A,Residential,345.694,345.694,50000
,Zone B,Commercial,622.3766667,622.3766667,60000
,Zone C,Industrial,529.0325,529.0325,70000
,Zone A,Residential,471.7709091,471.7709091,50000
,Zone B,Commercial,279.071,279.071,60000
,Zone C,Industrial,504.06625,504.06625,70000
,Zone A,Residential,524.3077778,524.3077778,50000
,Zone B,Commercial,511.0575,511.0575,60000
,Zone C,Industrial,447.81,447.81,70000
,Zone A,Residential,527.2194118,527.2194118,50000
,Zone B,Commercial,481.4027273,481.4027273,60000
,Zone C,Industrial,390.4118182,390.4118182,70000
,Zone A,Residential,382.29375,382.29375,50000
,Zone B,Commercial,495.2055556,495.2055556,60000
,Zone C,Industrial,500.088,500.088,70000
,Zone A,Residential,403.5377778,403.5377778,50000
,Zone B,Commercial,546.7514286,546.7514286,60000
,Zone C,Industrial,470.1977778,470.1977778,70000
,Zone A,Residential,385.3891667,385.3891667,50000
,Zone B,Commercial,527.1433333,527.1433333,60000
,Zone C,Industrial,654.6228571,654.6228571,70000
,Zone A,Residential,480.0157143,480.0157143,50000
,Zone B,Commercial,558.9775,558.9775,60000
,Zone C,Industrial,533.3408333,533.3408333,70000
,Zone A,Residential,497.698,497.698,50000
,Zone B,Commercial,504.0633333,504.0633333,60000
,Zone C,Industrial,452.5793333,452.5793333,70000
,Zone A,Residential,544.9992308,544.9992308,50000
,Zone B,Commercial,629.2133333,629.2133333,60000
,Zone C,Industrial,487.186,487.186,70000
,Zone A,Residential,562.341,562.341,50000
,Zone B,Commercial,555.15,555.15,60000
,Zone C,Industrial,427.98375,427.98375,70000
,Zone A,Residential,614.04,614.04,50000
,Zone B,Commercial,552.641,552.641,60000
,Zone C,Industrial,608.3666667,608.3666667,70000
,Zone A,Residential,472.67,472.67,50000
,Zone B,Commercial,375.48,375.48,60000
,Zone C,Industrial,458.4714286,458.4714286,70000
,Zone A,Residential,542.8113333,542.8113333,50000
,Zone B,Commercial,438.0286667,438.0286667,60000
,Zone C,Industrial,612.64,612.64,70000
,Zone A,Residential,477.5316667,477.5316667,50000
,Zone B,Commercial,460.515,460.515,60000
,Zone C,Industrial,382.3328571,382.3328571,70000
,Zone A,Residential,490.7214286,490.7214286,50000
,Zone B,Commercial,353.8,353.8,60000
,Zone C,Industrial,520.475,520.475,70000
,Zone A,Residential,373.5907143,373.5907143,50000
,Zone B,Commercial,462.4533333,462.4533333,60000
,Zone C,Industrial,481.7191667,481.7191667,70000
,Zone A,Residential,500.365,500.365,50000
,Zone B,Commercial,564.14,564.14,60000
,Zone C,Industrial,513.409375,513.409375,70000
,Zone A,Residential,417.751,417.751,50000
,Zone B,Commercial,412.5475,412.5475,60000
,Zone C,Industrial,581.548,581.548,70000
,Zone A,Residential,559.8663636,559.8663636,50000
,Zone B,Commercial,522.38,522.38,60000
,Zone C,Industrial,537.9625,537.9625,70000
,Zone A,Residential,583.41,583.41,50000
,Zone B,Commercial,551.8958333,551.8958333,60000
,Zone C,Industrial,572.7577778,572.7577778,70000
,Zone A,Residential,504.4675,504.4675,50000
,Zone B,Commercial,584.7355556,584.7355556,60000
,Zone C,Industrial,434.90125,434.90125,70000
,Zone A,Residential,538.3664286,538.3664286,50000
,Zone B,Commercial,566.239,566.239,60000
,Zone C,Industrial,349.9291667,349.9291667,70000
,Zone A,Residential,616.3827273,616.3827273,50000
,Zone B,Commercial,445.1072727,445.1072727,60000
,Zone C,Industrial,355.0575,355.0575,70000
,Zone A,Residential,538.07,538.07,50000
,Zone B,Commercial,468.4475,468.4475,60000
,Zone C,Industrial,586.4778571,586.4778571,70000
,Zone A,Residential,604.98,604.98,50000
,Zone B,Commercial,555.2485714,555.2485714,60000
,Zone C,Industrial,564.89625,564.89625,70000
,Zone A,Residential,483.8183333,483.8183333,50000
,Zone B,Commercial,552.5666667,552.5666667,60000
,Zone C,Industrial,438.2535714,438.2535714,70000
,Zone A,Residential,646.9521429,646.9521429,50000
,Zone B,Commercial,429.7353846,429.7353846,60000
,Zone C,Industrial,448.46625,448.46625,70000
,Zone A,Residential,502.8681818,502.8681818,50000
,Zone B,Commercial,620.5025,620.5025,60000
,Zone C,Industrial,420.5491667,420.5491667,70000
,Zone A,Residential,488.0433333,488.0433333,50000
,Zone B,Commercial,372.46125,372.46125,60000
,Zone C,Industrial,427.9308333,427.9308333,70000
,Zone A,Residential,661.917,661.917,50000
,Zone B,Commercial,514.5023077,514.5023077,60000
,Zone C,Industrial,524.78,524.78,70000
,Zone A,Residential,557.4922222,557.4922222,50000
,Zone B,Commercial,565.166,565.166,60000
,Zone C,Industrial,545.2209091,545.2209091,70000
,Zone A,Residential,413.9891667,413.9891667,50000
,Zone B,Commercial,467.1546154,467.1546154,60000
,Zone C,Industrial,406.2183333,406.2183333,70000
,Zone A,Residential,442.7411111,442.7411111,50000
,Zone B,Commercial,538.969,538.969,60000
,Zone C,Industrial,509.7363636,509.7363636,70000
,Zone A,Residential,447.87625,447.87625,50000
,Zone B,Commercial,377.975,377.975,60000
,Zone C,Industrial,489.724375,489.724375,70000
,Zone A,Residential,615.355,615.355,50000
,Zone B,Commercial,515.9523077,515.9523077,60000
,Zone C,Industrial,508.275,508.275,70000
,Zone A,Residential,445.814,445.814,50000
,Zone B,Commercial,494.9927273,494.9927273,60000
,Zone C,Industrial,509.604,509.604,70000
,Zone A,Residential,437.711,437.711,50000
,Zone B,Commercial,605.089,605.089,60000
,Zone C,Industrial,397.736,397.736,70000
,Zone A,Residential,563.1541667,563.1541667,50000
,Zone B,Commercial,477.4833333,477.4833333,60000
,Zone C,Industrial,502.602,502.602,70000
,Zone A,Residential,283.8375,283.8375,50000
,Zone B,Commercial,469.8236364,469.8236364,60000
,Zone C,Industrial,485.455,485.455,70000
,Zone A,Residential,446.3971429,446.3971429,50000
,Zone B,Commercial,600.34375,600.34375,60000
,Zone C,Industrial,625.29875,625.29875,70000
,Zone A,Residential,444.8046667,444.8046667,50000
,Zone B,Commercial,583.542,583.542,60000
,Zone C,Industrial,295.234,295.234,70000
,Zone A,Residential,560.786875,560.786875,50000
,Zone B,Commercial,529.145,529.145,60000
,Zone C,Industrial,364.055,364.055,70000
,Zone A,Residential,456.5171429,456.5171429,50000
,Zone B,Commercial,563.675,563.675,60000
,Zone C,Industrial,636.2816667,636.2816667,70000
,Zone A,Residential,425.267,425.267,50000
,Zone B,Commercial,585.9822222,585.9822222,60000
,Zone C,Industrial,446.908125,446.908125,70000
,Zone A,Residential,621.0841667,621.0841667,50000
,Zone B,Commercial,448.882,448.882,60000
,Zone C,Industrial,298.6333333,298.6333333,70000
,Zone A,Residential,436.98,436.98,50000
,Zone B,Commercial,434.72,434.72,60000
,Zone C,Industrial,456.134,456.134,70000
,Zone A,Residential,387.3223077,387.3223077,50000
,Zone B,Commercial,395.4144444,395.4144444,60000
,Zone C,Industrial,408.96,408.96,70000
,Zone A,Residential,441.78125,441.78125,50000
,Zone B,Commercial,554.5890909,554.5890909,60000
,Zone C,Industrial,567.2763636,567.2763636,70000
,Zone A,Residential,475.7216667,475.7216667,50000
,Zone B,Commercial,469.4184615,469.4184615,60000
,Zone C,Industrial,433.9583333,433.9583333,70000
,Zone A,Residential,410.89,410.89,50000
,Zone B,Commercial,546.9825,546.9825,60000
,Zone C,Industrial,621.2653846,621.2653846,70000
,Zone A,Residential,372.417,372.417,50000
,Zone B,Commercial,364.6341667,364.6341667,60000
,Zone C,Industrial,326.1133333,326.1133333,70000
,Zone A,Residential,580.2007143,580.2007143,50000
,Zone B,Commercial,250.2157143,250.2157143,60000
,Zone C,Industrial,238.5777778,238.5777778,70000
,Zone A,Residential,507.527619,507.527619,50000
,Zone B,Commercial,561.0422222,561.0422222,60000
,Zone C,Industrial,588.5592308,588.5592308,70000
,Zone A,Residential,559.4483333,559.4483333,50000
,Zone B,Commercial,656.747,656.747,60000
,Zone C,Industrial,528.5618182,528.5618182,70000
,Zone A,Residential,486.4728571,486.4728571,50000
,Zone B,Commercial,333.6066667,333.6066667,60000
,Zone C,Industrial,519.4166667,519.4166667,70000
,Zone A,Residential,546.485,546.485,50000
,Zone B,Commercial,600.2933333,600.2933333,60000
,Zone C,Industrial,348.3942857,348.3942857,70000
,Zone A,Residential,454.1371429,454.1371429,50000
,Zone B,Commercial,316.5153846,316.5153846,60000
,Zone C,Industrial,494.8125,494.8125,70000
,Zone A,Residential,494.2054545,494.2054545,50000
,Zone B,Commercial,589.718125,589.718125,60000
,Zone C,Industrial,543.2171429,543.2171429,70000
,Zone A,Residential,511.9777778,511.9777778,50000
,Zone B,Commercial,623.7291667,623.7291667,60000
,Zone C,Industrial,553.6775,553.6775,70000
,Zone A,Residential,461.87,461.87,50000
,Zone B,Commercial,325.1322222,325.1322222,60000
,Zone C,Industrial,366.83,366.83,70000
,Zone A,Residential,416.965,416.965,50000
,Zone B,Commercial,413.211875,413.211875,60000
,Zone C,Industrial,573.33,573.33,70000
,Zone A,Residential,332.8966667,332.8966667,50000
,Zone B,Commercial,633.4355556,633.4355556,60000
,Zone C,Industrial,540.5671429,540.5671429,70000
,Zone A,Residential,583.028,583.028,50000
,Zone B,Commercial,470.0369231,470.0369231,60000
,Zone C,Industrial,402.7325,402.7325,70000
,Zone A,Residential,523.8277778,523.8277778,50000
,Zone B,Commercial,394.5872727,394.5872727,60000
,Zone C,Industrial,361.1922222,361.1922222,70000
,Zone A,Residential,628.4711111,628.4711111,50000
,Zone B,Commercial,475.0791667,475.0791667,60000
,Zone C,Industrial,553.333,553.333,70000
,Zone A,Residential,525.818,525.818,50000
,Zone B,Commercial,471.931,471.931,60000
,Zone C,Industrial,519.0361538,519.0361538,70000
,Zone A,Residential,498.77875,498.77875,50000
,Zone B,Commercial,631.304,631.304,60000
,Zone C,Industrial,445.1727273,445.1727273,70000
,Zone A,Residential,606.1272727,606.1272727,50000
,Zone B,Commercial,601.7725,601.7725,60000
,Zone C,Industrial,626.24,626.24,70000
,Zone A,Residential,465.765,465.765,50000
,Zone B,Commercial,444.7588889,444.7588889,60000
,Zone C,Industrial,649.6291667,649.6291667,70000
,Zone A,Residential,548.2515385,548.2515385,50000
,Zone B,Commercial,743.6711111,743.6711111,60000
,Zone C,Industrial,626.2214286,626.2214286,70000
,Zone A,Residential,556.9666667,556.9666667,50000
,Zone B,Commercial,589.28,589.28,60000
,Zone C,Industrial,318.79,318.79,70000
,Zone A,Residential,455.4454545,455.4454545,50000
,Zone B,Commercial,451.5457143,451.5457143,60000
,Zone C,Industrial,502.996,502.996,70000
,Zone A,Residential,431.505,431.505,50000
,Zone B,Commercial,568.125,568.125,60000
,Zone C,Industrial,547.864375,547.864375,70000
,Zone A,Residential,418.097,418.097,50000
,Zone B,Commercial,572.094,572.094,60000
,Zone C,Industrial,440.978,440.978,70000
,Zone A,Residential,566.865,566.865,50000
,Zone B,Commercial,249.485,249.485,60000
1970-01-01 00:00:00.000000001,Zone A,Residential,114.25,114.25,50000
1970-01-01 00:00:00.000000002,Zone B,Commercial,23.62,23.62,60000
1970-01-01 00:00:00.000000003,Zone C,Industrial,173.1,173.1,70000
1970-01-01 00:00:00.000000004,Zone A,Residential,390.73,390.73,50000
1970-01-01 00:00:00.000000005,Zone B,Commercial,106.07,106.07,60000
1970-01-01 00:00:00.000000006,Zone C,Industrial,53.84,53.84,70000
1970-01-01 00:00:00.000000007,Zone A,Residential,285.71,285.71,50000
1970-01-01 00:00:00.000000008,Zone B,Commercial,127.78,127.78,60000
1970-01-01 00:00:00.000000009,Zone C,Industrial,390.23,390.23,70000
1970-01-01 00:00:00.000000010,Zone A,Residential,27.62,27.62,50000
1970-01-01 00:00:00.000000011,Zone B,Commercial,60.42,60.42,60000
1970-01-01 00:00:00.000000012,Zone C,Industrial,136.85,136.85,70000
1970-01-01 00:00:00.000000013,Zone A,Residential,72.75,72.75,50000
1970-01-01 00:00:00.000000014,Zone B,Commercial,225.54,225.54,60000
1970-01-01 00:00:00.000000014,Zone C,Industrial,40.96,40.96,70000
1970-01-01 00:00:00.000000015,Zone A,Residential,145.97,145.97,50000
1970-01-01 00:00:00.000000016,Zone B,Commercial,91.56,91.56,60000
1970-01-01 00:00:00.000000017,Zone C,Industrial,129.52,129.52,70000
1970-01-01 00:00:00.000000018,Zone A,Residential,97.96,97.96,50000
1970-01-01 00:00:00.000000019,Zone B,Commercial,86.78,86.78,60000
1970-01-01 00:00:00.000000020,Zone C,Industrial,69.12,69.12,70000
1970-01-01 00:00:00.000000021,Zone A,Residential,158.48,158.48,50000
1970-01-01 00:00:00.000000022,Zone B,Commercial,75.76,75.76,60000
1970-01-01 00:00:00.000000023,Zone C,Industrial,190.71,190.71,70000
1970-01-01 00:00:00.000000024,Zone A,Residential,240.06,240.06,50000
1970-01-01 00:00:00.000000025,Zone B,Commercial,156.55,156.55,60000
1970-01-01 00:00:00.000000026,Zone C,Industrial,264.97,264.97,70000
1970-01-01 00:00:00.000000027,Zone A,Residential,277.0,277.0,50000
1970-01-01 00:00:00.000000028,Zone B,Commercial,179.32,179.32,60000
1970-01-01 00:00:00.000000029,Zone C,Industrial,129.55,129.55,70000
1970-01-01 00:00:00.000000030,Zone A,Residential,132.02,132.02,50000
1970-01-01 00:00:00.000000031,Zone B,Commercial,56.33,56.33,60000
1970-01-01 00:00:00.000000032,Zone C,Industrial,104.02,104.02,70000
1970-01-01 00:00:00.000000033,Zone A,Residential,59.74,59.74,50000
1970-01-01 00:00:00.000000034,Zone B,Commercial,47.17,47.17,60000
1970-01-01 00:00:00.000000035,Zone C,Industrial,82.07,82.07,70000
1970-01-01 00:00:00.000000036,Zone A,Residential,85.1,85.1,50000
1970-01-01 00:00:00.000000037,Zone B,Commercial,60.53,60.53,60000
1970-01-01 00:00:00.000000038,Zone C,Industrial,132.9,132.9,70000
1970-01-01 00:00:00.000000039,Zone A,Residential,133.01,133.01,50000
1970-01-01 00:00:00.000000040,Zone B,Commercial,0.0,0.0,60000
1970-01-01 00:00:00.000000041,Zone C,Industrial,204.09,204.09,70000
1970-01-01 00:00:00.000000042,Zone A,Residential,106.77,106.77,50000
1970-01-01 00:00:00.000000043,Zone B,Commercial,157.67,157.67,60000
1970-01-01 00:00:00.000000044,Zone C,Industrial,122.21,122.21,70000
1970-01-01 00:00:00.000000045,Zone A,Residential,108.38,108.38,50000
1970-01-01 00:00:00.000000046,Zone B,Commercial,182.14,182.14,60000
1970-01-01 00:00:00.000000047,Zone C,Industrial,79.61,79.61,70000
1970-01-01 00:00:00.000000048,Zone A,Residential,35.95,35.95,50000
