Date,Zone,Area_Type,Water_Supplied,Water_Consumed,Population
1970-01-01 00:00:00.000000092,Zone A,Residential,207.9,207.9,50000
1970-01-01 00:00:00.000000093,Zone B,Commercial,263.32,263.32,60000
1970-01-01 00:00:00.000000094,Zone C,Industrial,361.16,361.16,70000
1970-01-01 00:00:00.000000095,Zone A,Residential,60.72,60.72,50000
1970-01-01 00:00:00.000000096,Zone B,Commercial,143.91,143.91,60000
1970-01-01 00:00:00.000000097,Zone C,Industrial,82.75,82.75,70000
1970-01-01 00:00:00.000000098,Zone A,Residential,77.04,77.04,50000
1970-01-01 00:00:00.000000099,Zone B,Commercial,113.88,113.88,60000
1970-01-01 00:00:00.000000100,Zone C,Industrial,168.34,168.34,70000
1970-01-01 00:00:00.000000101,Zone A,Residential,91.91,91.91,50000
1970-01-01 00:00:00.000000102,Zone B,Commercial,92.53,92.53,60000
1970-01-01 00:00:00.000000103,Zone C,Industrial,98.89,98.89,70000
1970-01-01 00:00:00.000000104,Zone A,Residential,66.2,66.2,50000
1970-01-01 00:00:00.000000105,Zone B,Commercial,95.53,95.53,60000
1970-01-01 00:00:00.000000106,Zone C,Industrial,81.91,81.91,70000
1970-01-01 00:00:00.000000107,Zone A,Residential,90.7,90.7,50000
1970-01-01 00:00:00.000000108,Zone B,Commercial,119.32,119.32,60000
1970-01-01 00:00:00.000000109,Zone C,Industrial,110.41,110.41,70000
1970-01-01 00:00:00.000000110,Zone A,Residential,129.74,129.74,50000
1970-01-01 00:00:00.000000111,Zone B,Commercial,217.22,217.22,60000
1970-01-01 00:00:00.000000112,Zone C,Industrial,197.16,197.16,70000
1970-01-01 00:00:00.000000113,Zone A,Residential,122.7,122.7,50000
1970-01-01 00:00:00.000000114,Zone B,Commercial,142.84,142.84,60000
1970-01-01 00:00:00.000000115,Zone C,Industrial,102.3,102.3,70000
1970-01-01 00:00:00.000000116,Zone A,Residential,61.08,61.08,50000
1970-01-01 00:00:00.000000117,Zone B,Commercial,241.49,241.49,60000
1970-01-01 00:00:00.000000118,Zone C,Industrial,96.38,96.38,70000
1970-01-01 00:00:00.000000119,Zone A,Residential,97.89,97.89,50000
1970-01-01 00:00:00.000000120,Zone B,Commercial,62.52,62.52,60000
1970-01-01 00:00:00.000000121,Zone C,Industrial,102.56,102.56,70000
1970-01-01 00:00:00.000000122,Zone A,Residential,86.78,86.78,50000
1970-01-01 00:00:00.000000123,Zone B,Commercial,83.83,83.83,60000
1970-01-01 00:00:00.000000124,Zone C,Industrial,108.08,108.08,70000
1970-01-01 00:00:00.000000125,Zone A,Residential,87.89,87.89,50000
1970-01-01 00:00:00.000000126,Zone B,Commercial,93.95,93.95,60000
1970-01-01 00:00:00.000000127,Zone C,Industrial,122.21,122.21,70000
1970-01-01 00:00:00.000000128,Zone A,Residential,252.34,252.34,50000
1970-01-01 00:00:00.000000129,Zone B,Commercial,332.21,332.21,60000
1970-01-01 00:00:00.000000130,Zone C,Industrial,195.59,195.59,70000
1970-01-01 00:00:00.000000131,Zone A,Residential,115.32,115.32,50000
1970-01-01 00:00:00.000000132,Zone B,Commercial,156.6,156.6,60000
1970-01-01 00:00:00.000000133,Zone C,Industrial,75.92,75.92,70000
1970-01-01 00:00:00.000000134,Zone A,Residential,117.87,117.87,50000
1970-01-01 00:00:00.000000135,Zone B,Commercial,69.79,69.79,60000
1970-01-01 00:00:00.000000136,Zone C,Industrial,125.34,125.34,70000
1970-01-01 00:00:00.000000137,Zone A,Residential,77.16,77.16,50000
1970-01-01 00:00:00.000000138,Zone B,Commercial,50.5,50.5,60000
1970-01-01 00:00:00.000000139,Zone C,Industrial,53.02,53.02,70000
1970-01-01 00:00:00.000000140,Zone A,Residential,162.88,162.88,50000
1970-01-01 00:00:00.000000141,Zone B,Commercial,105.31,105.31,60000
1970-01-01 00:00:00.000000142,Zone C,Industrial,64.34,64.34,70000
1970-01-01 00:00:00.000000143,Zone A,Residential,112.34,112.34,50000
1970-01-01 00:00:00.000000144,Zone B,Commercial,115.84,115.84,60000
1970-01-01 00:00:00.000000145,Zone C,Industrial,200.61,200.61,70000
1970-01-01 00:00:00.000000146,Zone A,Residential,93.78,93.78,50000
1970-01-01 00:00:00.000000147,Zone B,Commercial,109.23,109.23,60000
1970-01-01 00:00:00.000000148,Zone C,Industrial,132.09,132.09,70000
1970-01-01 00:00:00.000000149,Zone A,Residential,147.6,147.6,50000
1970-01-01 00:00:00.000000150,Zone B,Commercial,364.12,364.12,60000
1970-01-01 00:00:00.000000151,Zone C,Industrial,303.21,303.21,70000
1970-01-01 00:00:00.000000152,Zone A,Residential,152.69,152.69,50000
1970-01-01 00:00:00.000000153,Zone B,Commercial,7.95,7.95,60000
1970-01-01 00:00:00.000000153,Zone C,Industrial,153.22,153.22,70000
1970-01-01 00:00:00.000000154,Zone A,Residential,135.71,135.71,50000
1970-01-01 00:00:00.000000155,Zone B,Commercial,86.77,86.77,60000
1970-01-01 00:00:00.000000156,Zone C,Industrial,137.87,137.87,70000
1970-01-01 00:00:00.000000157,Zone A,Residential,123.8,123.8,50000
1970-01-01 00:00:00.000000158,Zone B,Commercial,75.17,75.17,60000
1970-01-01 00:00:00.000000159,Zone C,Industrial,289.01,289.01,70000
1970-01-01 00:00:00.000000160,Zone A,Residential,440.4,440.4,50000
1970-01-01 00:00:00.000000161,Zone B,Commercial,165.86,165.86,60000
1970-01-01 00:00:00.000000162,Zone C,Industrial,176.57,176.57,70000
1970-01-01 00:00:00.000000163,Zone A,Residential,142.62,142.62,50000
1970-01-01 00:00:00.000000164,Zone B,Commercial,101.79,101.79,60000
1970-01-01 00:00:00.000000165,Zone C,Industrial,112.74,112.74,70000
1970-01-01 00:00:00.000000166,Zone A,Residential,122.42,122.42,50000
1970-01-01 00:00:00.000000167,Zone B,Commercial,104.71,104.71,60000
1970-01-01 00:00:00.000000168,Zone C,Industrial,139.63,139.63,70000
1970-01-01 00:00:00.000000169,Zone A,Residential,112.62,112.62,50000
1970-01-01 00:00:00.000000170,Zone B,Commercial,99.4,99.4,60000
1970-01-01 00:00:00.000000171,Zone C,Industrial,178.53,178.53,70000
1970-01-01 00:00:00.000000172,Zone A,Residential,167.63,167.63,50000
1970-01-01 00:00:00.000000173,Zone B,Commercial,123.23,123.23,60000
1970-01-01 00:00:00.000000174,Zone C,Industrial,549.58,549.58,70000
1970-01-01 00:00:00.000000175,Zone A,Residential,274.75,274.75,50000
1970-01-01 00:00:00.000000176,Zone B,Commercial,265.46,265.46,60000
1970-01-01 00:00:00.000000177,Zone C,Industrial,166.17,166.17,70000
1970-01-01 00:00:00.000000178,Zone A,Residential,170.3,170.3,50000
1970-01-01 00:00:00.000000179,Zone B,Commercial,108.77,108.77,60000
1970-01-01 00:00:00.000000180,Zone C,Industrial,112.85,112.85,70000
1970-01-01 00:00:00.000000181,Zone A,Residential,248.83,248.83,50000
1970-01-01 00:00:00.000000182,Zone B,Commercial,168.61,168.61,60000
1970-01-01 00:00:00.000000183,Zone C,Industrial,132.59,132.59,70000
1970-01-01 00:00:00.000000184,Zone A,Residential,307.05,307.05,50000
1970-01-01 00:00:00.000000185,Zone B,Commercial,178.4,178.4,60000
1970-01-01 00:00:00.000000186,Zone C,Industrial,80.39,80.39,70000
1970-01-01 00:00:00.000000187,Zone A,Residential,147.36,147.36,50000
1970-01-01 00:00:00.000000188,Zone B,Commercial,242.97,242.97,60000
1970-01-01 00:00:00.000000189,Zone C,Industrial,351.94,351.94,70000
1970-01-01 00:00:00.000000190,Zone A,Residential,91.68,91.68,50000
1970-01-01 00:00:00.000000191,Zone B,Commercial,157.84,157.84,60000
1970-01-01 00:00:00.000000191,Zone C,Industrial,43.13,43.13,70000
1970-01-01 00:00:00.000000192,Zone A,Residential,338.61,338.61,50000
1970-01-01 00:00:00.000000193,Zone B,Commercial,345.07,345.07,60000
1970-01-01 00:00:00.000000194,Zone C,Industrial,97.19,97.19,70000
1970-01-01 00:00:00.000000195,Zone A,Residential,285.43,285.43,50000
1970-01-01 00:00:00.000000196,Zone B,Commercial,314.53,314.53,60000
1970-01-01 00:00:00.000000197,Zone C,Industrial,133.8,133.8,70000
1970-01-01 00:00:00.000000198,Zone A,Residential,118.42,118.42,50000
1970-01-01 00:00:00.000000001,Zone A,Residential,108.77,108.77,50000
1970-01-01 00:00:00.000000002,Zone B,Commercial,56.86,56.86,60000
1970-01-01 00:00:00.000000003,Zone C,Industrial,170.05,170.05,70000
1970-01-01 00:00:00.000000004,Zone A,Residential,368.82,368.82,50000
1970-01-01 00:00:00.000000005,Zone B,Commercial,104.34,104.34,60000
1970-01-01 00:00:00.000000006,Zone C,Industrial,71.77,71.77,70000
1970-01-01 00:00:00.000000007,Zone A,Residential,278.9,278.9,50000
1970-01-01 00:00:00.000000008,Zone B,Commercial,161.8,161.8,60000
1970-01-01 00:00:00.000000009,Zone C,Industrial,279.54,279.54,70000
1970-01-01 00:00:00.000000010,Zone A,Residential,29.32,29.32,50000
1970-01-01 00:00:00.000000011,Zone B,Commercial,62.83,62.83,60000
1970-01-01 00:00:00.000000012,Zone C,Industrial,149.56,149.56,70000
1970-01-01 00:00:00.000000013,Zone A,Residential,60.65,60.65,50000
1970-01-01 00:00:00.000000014,Zone B,Commercial,208.79,208.79,60000
1970-01-01 00:00:00.000000014,Zone C,Industrial,37.82,37.82,70000
1970-01-01 00:00:00.000000015,Zone A,Residential,139.27,139.27,50000
1970-01-01 00:00:00.000000016,Zone B,Commercial,94.69,94.69,60000
1970-01-01 00:00:00.000000017,Zone C,Industrial,124.84,124.84,70000
1970-01-01 00:00:00.000000018,Zone A,Residential,95.24,95.24,50000
1970-01-01 00:00:00.000000019,Zone B,Commercial,88.93,88.93,60000
1970-01-01 00:00:00.000000020,Zone C,Industrial,68.41,68.41,70000
1970-01-01 00:00:00.000000021,Zone A,Residential,157.48,157.48,50000
1970-01-01 00:00:00.000000022,Zone B,Commercial,74.27,74.27,60000
1970-01-01 00:00:00.000000023,Zone C,Industrial,182.66,182.66,70000
1970-01-01 00:00:00.000000024,Zone A,Residential,232.08,232.08,50000
1970-01-01 00:00:00.000000025,Zone B,Commercial,119.4,119.4,60000
1970-01-01 00:00:00.000000026,Zone C,Industrial,252.86,252.86,70000
1970-01-01 00:00:00.000000027,Zone A,Residential,278.4,278.4,50000
1970-01-01 00:00:00.000000028,Zone B,Commercial,172.53,172.53,60000
1970-01-01 00:00:00.000000029,Zone C,Industrial,127.87,127.87,70000
1970-01-01 00:00:00.000000030,Zone A,Residential,130.74,130.74,50000
1970-01-01 00:00:00.000000031,Zone B,Commercial,55.67,55.67,60000
1970-01-01 00:00:00.000000032,Zone C,Industrial,102.56,102.56,70000
1970-01-01 00:00:00.000000033,Zone A,Residential,59.9,59.9,50000
1970-01-01 00:00:00.000000034,Zone B,Commercial,48.46,48.46,60000
1970-01-01 00:00:00.000000035,Zone C,Industrial,76.83,76.83,70000
1970-01-01 00:00:00.000000036,Zone A,Residential,86.95,86.95,50000
1970-01-01 00:00:00.000000037,Zone B,Commercial,59.42,59.42,60000
1970-01-01 00:00:00.000000038,Zone C,Industrial,136.89,136.89,70000
1970-01-01 00:00:00.000000039,Zone A,Residential,126.47,126.47,50000
1970-01-01 00:00:00.000000040,Zone B,Commercial,0.0,0.0,60000
1970-01-01 00:00:00.000000041,Zone C,Industrial,223.06,223.06,70000
1970-01-01 00:00:00.000000042,Zone A,Residential,106.71,106.71,50000
1970-01-01 00:00:00.000000043,Zone B,Commercial,140.07,140.07,60000
1970-01-01 00:00:00.000000044,Zone C,Industrial,114.06,114.06,70000
1970-01-01 00:00:00.000000045,Zone A,Residential,106.15,106.15,50000
1970-01-01 00:00:00.000000046,Zone B,Commercial,186.94,186.94,60000
1970-01-01 00:00:00.000000047,Zone C,Industrial,79.26,79.26,70000
1970-01-01 00:00:00.000000048,Zone A,Residential,35.97,35.97,50000
1970-01-01 00:00:00.000000049,Zone B,Commercial,94.67,94.67,60000
1970-01-01 00:00:00.000000050,Zone C,Industrial,378.15,378.15,70000
1970-01-01 00:00:00.000000051,Zone A,Residential,125.4,125.4,50000
1970-01-01 00:00:00.000000052,Zone B,Commercial,177.06,177.06,60000
1970-01-01 00:00:00.000000053,Zone C,Industrial,206.72,206.72,70000
1970-01-01 00:00:00.000000054,Zone A,Residential,333.7,333.7,50000
1970-01-01 00:00:00.000000055,Zone B,Commercial,81.56,81.56,60000
1970-01-01 00:00:00.000000056,Zone C,Industrial,222.25,222.25,70000
1970-01-01 00:00:00.000000057,Zone A,Residential,82.23,82.23,50000
1970-01-01 00:00:00.000000058,Zone B,Commercial,148.97,148.97,60000
1970-01-01 00:00:00.000000059,Zone C,Industrial,152.75,152.75,70000
1970-01-01 00:00:00.000000060,Zone A,Residential,93.08,93.08,50000
1970-01-01 00:00:00.000000061,Zone B,Commercial,77.51,77.51,60000
1970-01-01 00:00:00.000000062,Zone C,Industrial,75.08,75.08,70000
1970-01-01 00:00:00.000000063,Zone A,Residential,121.62,121.62,50000
1970-01-01 00:00:00.000000064,Zone B,Commercial,88.25,88.25,60000
1970-01-01 00:00:00.000000065,Zone C,Industrial,153.67,153.67,70000
1970-01-01 00:00:00.000000066,Zone A,Residential,117.45,117.45,50000
1970-01-01 00:00:00.000000067,Zone B,Commercial,170.04,170.04,60000
1970-01-01 00:00:00.000000068,Zone C,Industrial,118.75,118.75,70000
1970-01-01 00:00:00.000000069,Zone A,Residential,231.43,231.43,50000
1970-01-01 00:00:00.000000070,Zone B,Commercial,186.01,186.01,60000
1970-01-01 00:00:00.000000071,Zone C,Industrial,225.37,225.37,70000
1970-01-01 00:00:00.000000072,Zone A,Residential,219.5,219.5,50000
1970-01-01 00:00:00.000000073,Zone B,Commercial,191.19,191.19,60000
1970-01-01 00:00:00.000000074,Zone C,Industrial,150.51,150.51,70000
1970-01-01 00:00:00.000000075,Zone A,Residential,140.99,140.99,50000
1970-01-01 00:00:00.000000076,Zone B,Commercial,109.88,109.88,60000
1970-01-01 00:00:00.000000077,Zone C,Industrial,113.2,113.2,70000
1970-01-01 00:00:00.000000078,Zone A,Residential,117.74,117.74,50000
1970-01-01 00:00:00.000000079,Zone B,Commercial,76.81,76.81,60000
1970-01-01 00:00:00.000000080,Zone C,Industrial,148.48,148.48,70000
1970-01-01 00:00:00.000000081,Zone A,Residential,200.97,200.97,50000
1970-01-01 00:00:00.000000082,Zone B,Commercial,186.5,186.5,60000
1970-01-01 00:00:00.000000083,Zone C,Industrial,51.9,51.9,70000
1970-01-01 00:00:00.000000084,Zone A,Residential,102.71,102.71,50000
1970-01-01 00:00:00.000000085,Zone B,Commercial,323.85,323.85,60000
1970-01-01 00:00:00.000000085,Zone C,Industrial,92.63,92.63,70000
1970-01-01 00:00:00.000000086,Zone A,Residential,176.98,176.98,50000
1970-01-01 00:00:00.000000087,Zone B,Commercial,92.19,92.19,60000
1970-01-01 00:00:00.000000088,Zone C,Industrial,147.8,147.8,70000
1970-01-01 00:00:00.000000089,Zone A,Residential,126.35,126.35,50000
1970-01-01 00:00:00.000000090,Zone B,Commercial,306.77,306.77,60000
1970-01-01 00:00:00.000000091,Zone C,Industrial,102.5,102.5,70000
1970-01-01 00:00:00.000000092,Zone A,Residential,210.98,210.98,50000
1970-01-01 00:00:00.000000093,Zone B,Commercial,266.29,266.29,60000
1970-01-01 00:00:00.000000094,Zone C,Industrial,373.86,373.86,70000
1970-01-01 00:00:00.000000095,Zone A,Residential,64.61,64.61,50000
1970-01-01 00:00:00.000000096,Zone B,Commercial,148.4,148.4,60000
1970-01-01 00:00:00.000000097,Zone C,Industrial,81.88,81.88,70000
1970-01-01 00:00:00.000000098,Zone A,Residential,79.8,79.8,50000
1970-01-01 00:00:00.000000099,Zone B,Commercial,109.53,109.53,60000
1970-01-01 00:00:00.000000100,Zone C,Industrial,157.76,157.76,70000
1970-01-01 00:00:00.000000101,Zone A,Residential,88.59,88.59,50000
1970-01-01 00:00:00.000000102,Zone B,Commercial,92.75,92.75,60000
1970-01-01 00:00:00.000000103,Zone C,Industrial,91.5,91.5,70000
1970-01-01 00:00:00.000000104,Zone A,Residential,64.82,64.82,50000
1970-01-01 00:00:00.000000105,Zone B,Commercial,89.66,89.66,60000
1970-01-01 00:00:00.000000106,Zone C,Industrial,78.15,78.15,70000
1970-01-01 00:00:00.000000107,Zone A,Residential,84.9,84.9,50000
1970-01-01 00:00:00.000000108,Zone B,Commercial,116.45,116.45,60000
1970-01-01 00:00:00.000000109,Zone C,Industrial,111.46,111.46,70000
1970-01-01 00:00:00.000000110,Zone A,Residential,130.7,130.7,50000
1970-01-01 00:00:00.000000111,Zone B,Commercial,224.88,224.88,60000
1970-01-01 00:00:00.000000112,Zone C,Industrial,201.7,201.7,70000
1970-01-01 00:00:00.000000113,Zone A,Residential,128.91,128.91,50000
1970-01-01 00:00:00.000000114,Zone B,Commercial,154.66,154.66,60000
1970-01-01 00:00:00.000000115,Zone C,Industrial,105.54,105.54,70000
1970-01-01 00:00:00.000000116,Zone A,Residential,61.44,61.44,50000
1970-01-01 00:00:00.000000117,Zone B,Commercial,246.62,246.62,60000
1970-01-01 00:00:00.000000118,Zone C,Industrial,101.25,101.25,70000
1970-01-01 00:00:00.000000119,Zone A,Residential,95.02,95.02,50000
1970-01-01 00:00:00.000000120,Zone B,Commercial,64.81,64.81,60000
1970-01-01 00:00:00.000000121,Zone C,Industrial,98.56,98.56,70000
1970-01-01 00:00:00.000000122,Zone A,Residential,85.78,85.78,50000
1970-01-01 00:00:00.000000123,Zone B,Commercial,84.97,84.97,60000
1970-01-01 00:00:00.000000124,Zone C,Industrial,108.25,108.25,70000
1970-01-01 00:00:00.000000125,Zone A,Residential,83.52,83.52,50000
1970-01-01 00:00:00.000000126,Zone B,Commercial,88.05,88.05,60000
1970-01-01 00:00:00.000000127,Zone C,Industrial,118.08,118.08,70000
1970-01-01 00:00:00.000000128,Zone A,Residential,252.54,252.54,50000
1970-01-01 00:00:00.000000129,Zone B,Commercial,327.01,327.01,60000
1970-01-01 00:00:00.000000130,Zone C,Industrial,188.31,188.31,70000
1970-01-01 00:00:00.000000131,Zone A,Residential,115.58,115.58,50000
1970-01-01 00:00:00.000000132,Zone B,Commercial,154.86,154.86,60000
1970-01-01 00:00:00.000000133,Zone C,Industrial,75.19,75.19,70000
1970-01-01 00:00:00.000000134,Zone A,Residential,129.91,129.91,50000
1970-01-01 00:00:00.000000135,Zone B,Commercial,69.19,69.19,60000
1970-01-01 00:00:00.000000136,Zone C,Industrial,126.42,126.42,70000
1970-01-01 00:00:00.000000137,Zone A,Residential,76.35,76.35,50000
1970-01-01 00:00:00.000000138,Zone B,Commercial,52.25,52.25,60000
1970-01-01 00:00:00.000000139,Zone C,Industrial,53.29,53.29,70000
1970-01-01 00:00:00.000000140,Zone A,Residential,167.55,167.55,50000
1970-01-01 00:00:00.000000141,Zone B,Commercial,105.12,105.12,60000
1970-01-01 00:00:00.000000142,Zone C,Industrial,63.59,63.59,70000
1970-01-01 00:00:00.000000143,Zone A,Residential,112.91,112.91,50000
1970-01-01 00:00:00.000000144,Zone B,Commercial,117.06,117.06,60000
1970-01-01 00:00:00.000000145,Zone C,Industrial,199.61,199.61,70000
1970-01-01 00:00:00.000000146,Zone A,Residential,91.94,91.94,50000
1970-01-01 00:00:00.000000147,Zone B,Commercial,113.67,113.67,60000
1970-01-01 00:00:00.000000148,Zone C,Industrial,134.71,134.71,70000
1970-01-01 00:00:00.000000149,Zone A,Residential,148.03,148.03,50000
1970-01-01 00:00:00.000000150,Zone B,Commercial,395.01,395.01,60000
1970-01-01 00:00:00.000000151,Zone C,Industrial,309.15,309.15,70000
1970-01-01 00:00:00.000000152,Zone A,Residential,151.24,151.24,50000
1970-01-01 00:00:00.000000153,Zone B,Commercial,8.09,8.09,60000
1970-01-01 00:00:00.000000153,Zone C,Industrial,147.52,147.52,70000
1970-01-01 00:00:00.000000154,Zone A,Residential,132.12,132.12,50000
1970-01-01 00:00:00.000000155,Zone B,Commercial,84.42,84.42,60000
1970-01-01 00:00:00.000000156,Zone C,Industrial,133.58,133.58,70000
1970-01-01 00:00:00.000000157,Zone A,Residential,125.22,125.22,50000
1970-01-01 00:00:00.000000158,Zone B,Commercial,71.74,71.74,60000
1970-01-01 00:00:00.000000159,Zone C,Industrial,281.41,281.41,70000
1970-01-01 00:00:00.000000160,Zone A,Residential,425.91,425.91,50000
1970-01-01 00:00:00.000000161,Zone B,Commercial,160.74,160.74,60000
1970-01-01 00:00:00.000000162,Zone C,Industrial,172.82,172.82,70000
1970-01-01 00:00:00.000000163,Zone A,Residential,136.38,136.38,50000
1970-01-01 00:00:00.000000164,Zone B,Commercial,99.32,99.32,60000
1970-01-01 00:00:00.000000165,Zone C,Industrial,111.56,111.56,70000
